code;name;country_id;icao
UGL;Union Glacier Blue-Ice Runway;AQ;SCGC
SXW;Sauren;PG;AYSV
NDV;USN Heliport;US;
EAP;EuroAirport Basel-Mulhouse-Freiburg Airport;CH;
NET;New Bight;BS;
MSK;Mastic Point;BS;
LYG;Lianyungang Airport;CN;ZSLG
YIG;Big Bay Marina;CA;CAF6
ACI;Alderney Airport;GB;EGJA
ANT;St Anton;AT;
APW;Faleolo Airport;WS;NSFA
LYI;Linyi Airport;CN;ZSLY
LHB;Lost Harbor Sea Port;US;
MZS;Mostyn;MY;
MDE;Jose Maria Cordova International Airport;CO;SKRG
MDH;Southern Illinois;US;KMDH
YFL;Fort Reliance;CA;CJN8
YEP;Estevan Point;CA;
JTN;Antônio Ribeiro Nogueira Jr. State Airport;BR;SDIM
YGA;Gagnon;CA;CTU4
MDK;Mbandaka;CD;FZEA
LMV;Madivaru Airport;MV;
LZC;Lazaro Cardenas Airport;MX;MMLC
AQP;Rodriguez Ballon International Airport;PE;SPQU
NKI;Naukiti;US;AK62
YSV;Saglek;CA;
AST;Astoria;US;KAST
TYC;Taiyuan Yaocheng Airport;CN;ZBXX
YTI;Triple Island;CA;
LZH;Liuzhou Airport;CN;ZGZH
MEC;Manta Airport;EC;SEMT
DZH;Dazhou Jinya Airport;CN;
EES;Berenice International Airport;EG;
YHA;Port Hope Simpson;CA;CCP4
KFZ;Kukës International Airport;AL;LAKU
JTA;Pedro Teixeira Castelo Airport;BR;SDZG
KJB;Uyyalawada Narasimha Reddy Airport;IN;VOKU
YPF;Esquimalt;CA;
EHU;Ezhou Huahu Airport;CN;ZHEC
FZL;Fuzuli International Airport;AZ;UBBF
KXB;Sangia Nibandera Airport;ID;WAWP
GDR;Angra dos Reis Airport;BR;SDAG
HLJ;Beidahuang General Airport;CN;
HZU;Chengdu Huaizhou Airport;CN;
NGR;Ningerum;PG;
MXQ;Lorenzo Airport;BR;SNCL
AFK;Ampara Kondavattavan Tank Airport;LK;
JHF;São Paulo Catarina Executive Airport;BR;SBJH
AGK;Kagua;PG;
BLL;Billund Airport;DK;EKBI
CBA;Corner Bay;US;
JSB;Walfrido Salmito de Almeida Airport;BR;SWBE
ATH;Eleftherios Venizelos International Airport;GR;LGAV
TXC;Balbasovo Air Base;BY;UMIO
YLE;Wha Ti;CA;CEM3
UHS;Aleksandrovsk-Sakhalinskiy Airport;RU;
MEH;Mehamn Airport;NO;ENMH
ZMF;Beverello Harbor;IT;
MEI;Key Field;US;KMEI
MEL;Tullamarine Airport;AU;YMML
MEM;Memphis International Airport;US;KMEM
MEN;Brenoux;FR;LFNB
MHB;Mechanics Bay;NZ;
MBS;MBS International Airport;US;KMBS
MBW;Moorabbin;AU;YMMB
MBY;Moberly;US;KMBY
AVP;Wilkes-Barre/Scranton International Airport;US;KAVP
DIA;Doha International Airport;QA;OTBD
GNJ;Ganja International Airport;AZ;UBBG
YGQ;Geraldton;CA;CYGQ
GYO;Bandar Udara Senubung;ID;WIMG
HIT;Haivaro;PG;AYHO
YNN;Yandi;AU;
MEO;Dare County Regional;US;KMQI
HSF;Suifenhe Dongning Airport;CN;
MEY;Meghauli;NP;VNMG
YOG;Ogoki;CA;CYKP
YEL;Elliot Lake;CA;CYEL
INR;Kincheloe AFB;US;
YFH;Fort Hope;CA;CYFH
RDL;Al Bardawil International Airport;EG;
VCC;New Vacaria Airport;BR;SNEE
CSP;Cape Spencer C G Heliport;US;
MKZ;Malacca International Airport;MY;WMKM
MLC;Mc Alester;US;KMLC
YFS;Fort Simpson;CA;CYFS
GDB;Gondia Airport;IN;VAGD
AEI;Algeciras;ES;
LCO;Lague;CG;FCBL
MLE;Male International Airport;MV;VRMM
AQG;Anqing Tianzhushan Airport;CN;ZSAQ
VBM;Blue Mountain;US;
YHU;St. Hubert Airport;CA;CYHU
YIV;Island Lake Airport;CA;CYIV
QMK;Heliport;GL;
JCS;Aeroporto De Crateus Airport;BR;SNWS
AQI;Qaisumah Airport;SA;OEPA
YGW;Kuujjuarapik Airport;CA;CYGW
AQJ;King Hussein International Airport;JO;OJAQ
YHF;Hearst;CA;CYHF
ATP;Airstrip;PG;AYAI
AUP;Agaun;PG;AYAG
MLG;Abdul Rachman Saleh Airport;ID;WARA
LVI;Livingstone Airport;ZM;FLHN
AHA;Naha AFB;JP;
AME;Alto Molocue;MZ;
BCZ;Bickerton Island;AU;
AXO;Bandar Udara Pantar;ID;
MDN;Jefferson Proving Grd;US;KIMS
YLR;Leaf Rapids;CA;CYLR
CNY;Canyonlands Field;US;KCNY
CTV;Catoca Airport;AO;
CWP;Campbellpore;PK;
YLJ;Meadow Lake;CA;CYLJ
MDG;Mudanjiang Airport;CN;ZYMD
BCP;Bambu;PG;AYBC
MEK;Meknes;MA;GMFM
JPO;Brigadeiro Firmino Ayres Airport;BR;SNTS
JPE;Nagib Demachki Airport;BR;SNEB
JPY;Paraty Airport;BR;SDTK
YJF;Fort Liard;CA;CYJF
YCM;Niagara District Airport;CA;CYSN
BHL;Bahia Angeles;MX;
MEA;Macae;BR;SBME
MEF;Melfi;TD;
NNK;Naknek;US;5NK
WTL;Tuntutuliak;US;A61
YPS;Port Hawkesbury;CA;CYPD
OOD;Gudai-Darri Airstrip;AU;YKDD
YPR;Digby Island Airport;CA;CYPR
VSK;Vista Field;US;
BNF;Warm Spring Bay SPB;US;
CGX;Merrill C Meigs;US;
CHW;Jiuhuang;CN;
COD;Yellowstone Regional Airport;US;KCOD
MEG;Malange;AO;FNMA
XOF;Stratford International Rail Station;GB;
MEP;Mersing;MY;WMAU
AKV;Akulivik;CA;CYKO
ANH;Anuha Island Resort;SB;
YKJ;Key Lake;CA;CYKJ
YMG;Manitouwadge;CA;CYMG
BDO;Husein Sastranegara Airport;ID;WICC
YUD;Umiujaq;CA;CYMU
YFJ;Snare Lake;CA;CYWE
DSY;Dara Sakor International Airport;KH;
YPC;Paulatuk;CA;CYPC
BDQ;Vadodara Airport;IN;VABO
LAK;Aklavik;CA;CYKD
MEJ;Meadville;US;KGKJ
EWR;Newark Liberty International Airport;US;KEWR
MEQ;Seunagan;ID;WITC
YXN;Whale Cove;CA;CYXN
IUP;Lorenzo Airport;BR;
MEU;Monte Dourado;BR;SBMD
RLD;Richland;US;
LEG;Aleg;MR;
YSK;Sanikiluaq Airport;CA;CYSK
MER;Castle AFB;US;KMER
MES;Polonia;ID;WIMK
NOR;Nordfjordur;IS;BINF
YCK;Colville Lake;CA;CYVL
MFG;Muzaffarabad;PK;OPMF
MFI;Municipal;US;KMFI
YSP;Marathon;CA;CYSP
YST;Ste Therese Point;CA;CYST
YTA;Pembroke And Area Airport;CA;CYTA
BXL;Blue Lagoon;FJ;
YTQ;Tasiujuaq Airport;CA;CYTQ
COH;Cooch Behar;IN;VECO
DDD;Dhaalu Airport;MV;VRMU
YTW;Yutian Wanfang Airport;CN;ZWYT
YGZ;Grise Fiord;CA;CYGZ
YLH;Lansdowne House;CA;CYLH
DUN;Dundas;GL;
YTL;Big Trout;CA;CYTL
COK;Cochin International Airport;IN;VOCI
DWF;Wright AFB;US;
EFB;Eight Fathom Bight;US;
JDE;Jiande Qiandaohu Airport;CN;
CYA;Les Cayes;HT;MTCA
MFK;Matsu Beigan Airport;TW;RCMT
MEW;Mweka;CD;FZVM
MFF;Moanda;GA;FOOD
SPK;"Sapporo	Metropolitan Area";JP;
YVM;Qikiqtarjuaq;CA;CYVM
MFS;Miraflores;CO;SKMF
MFT;Machu Picchu;PE;
WTC;World Trade Center;US;
MBN;Mt Barnett;AU;
MFQ;Maradi;NE;DRRM
AGZ;Aggeneys;ZA;FAAG
DBR;Darbhanga Airport;IN;VE89
DDC;Dodge City Municipal Airport;US;KDDC
MFR;Rogue Valley International-Medford Airport;US;KMFR
MZD;Mendez;EC;
YPB;Port Alberni;CA;CBS8
ZLT;La Tabatiere;CA;CTU5
LPB;El Alto International Airport;BO;SLLP
YNL;Points North Landing;CA;CYNL
DIO;Diomede Island;US;
YYL;Lynn Lake;CA;CYYL
YYU;Kapuskasing Airport;CA;CYYU
EEA;Aeroporto Regional do Planalto Serrano;BR;SNCP
TKM;El Peten;GT;
ERH;Moulay Ali Cherif Airport;MA;GMFK
ERI;Erie International Airport;US;KERI
ERL;Eren Hot Airport;CN;ZBER
EXT;Exeter International Airport;GB;EGTE
FFA;First Flight;US;KFFA
SUR;Summer Beaver;CA;CJV7
XGL;Granville Lake;CA;
NEI;Terney Airport;RU;
LPF;Liupanshui Yuezhao Airport;CN;ZUPS
KES;Kelsey;CA;CZEE
YSI;Sans Souci;CA;CPS9
YTH;Thompson;CA;CYTH
BYX;Baniyala;AU;
CGA;Craig SPB;US;CGA
WHB;Eliwana Airport;AU;
LPT;Lampang Airport;TH;VTCL
LTK;Latakia;SY;OSLK
ZGI;Gods River Airport;CA;CZGI
MAW;Malden;US;KMAW
AGL;Wanigela;PG;AYWG
MAX;Matam;SN;GOSM
BFB;Blue Fox Bay;US;
YZP;Sandspit Airport;CA;CYZP
YZT;Port Hardy Airport;CA;CYZT
YTD;Thicket Portage;CA;CZLQ
ZPB;Sachigo Lake Airport;CA;CZPB
MBA;Moi International Airport;KE;HKMO
MGZ;Myeik Airport;MM;VYME
MHD;Mashhad International Airport;IR;OIMM
OBA;Oban;AU;
LBG;Le Bourget;FR;LFPB
LBQ;Lambarene;GA;FOGR
CGC;Cape Gloucester;PG;AYCG
RNA;Ulawa Airport;SB;AGAR
DLO;Dolomi;US;
EYP;El Yopal Airport;CO;SKYP
EYW;Key West International Airport;US;KEYW
EZE;Ministro Pistarini Airport;AR;SAEZ
HCZ;Chenzhou Beihu Airport;CN;ZGCZ
SDZ;"Shetland Islands	Metropolitan Area";GB;
BVD;Sea Port;US;
MLH;EuroAirport Basel-Mulhouse-Freiburg;CH;
ZST;Stewart;CA;CZST
DGE;Mudgee;AU;YMDG
DGT;Dumaguete Airport;PH;RPVD
DWN;Downtown Airpark;US;
FNA;Lungi International Airport;SL;GFLL
MNM;Menominee;US;KMNM
MNO;Manono;CD;FZRA
MQT;Sawyer International Airport;US;KSAW
MHG;Mannheim Airport;DE;EDFM
MHH;Marsh Harbour International Airport;BS;MYAM
MHK;Manhattan Municipal Airport;US;KMHK
MHQ;Mariehamn Airport;AX;EFMA
YCQ;Chetwynd;CA;CYCQ
LDH;Lord Howe Island Airport;AU;YLHI
YED;Namao Field;CA;
MQQ;Moundou;TD;FTTD
MQS;Mustique;VC;TVSM
LOZ;Corbin-london;US;KLOZ
LPA;Gran Canaria Airport;ES;GCLP
LOQ;Lobatse;BW;FBLO
LPE;La Primavera;CO;SKIM
LPI;Linkoping City Airport;SE;ESSL
PRS;Parasi;SB;AGGP
QJI;Heliport;GL;
YAE;Alta Lake;CA;
AFR;Afore;PG;AYAF
AHI;Amahai;ID;WAPA
CBZ;Cabin Creek;US;
CMU;Chimbu;PG;AYCH
FNB;Neubrandenburg;DE;EDBN
FNC;Madeira Airport;PT;LPMA
FND;Funadhoo Airport;MV;
GOF;Goodfellow AFB;US;
HHP;H K Heliport;HK;
HLT;Hamilton;AU;YHML
MQU;Mariquita;CO;SKQU
ADD;Addis Ababa Bole International Airport;ET;HAAB
DVD;Andavadoaka;MG;
MRB;Eastern Wv Regional Airport/Shepherd Field;US;KMRB
MRO;Masterton/Hood Aerodrome;NZ;NZMS
MRQ;Marinduque;PH;RPUW
MTO;Coles County Memorial;US;KMTO
MSO;Missoula International Airport;US;KMSO
MSP;Minneapolis-St. Paul International Airport;US;KMSP
MSQ;Minsk National Airport;BY;UMMS
LPG;La Plata;AR;SADL
LPJ;Pijiguaos;VE;SVAS
LPK;Lipetsk Airport;RU;UUOL
JOC;Centerport Heliport;US;
JSN;Sherman Oaks Heliport;US;
YNF;Deer Lake/Stephenville;CA;
YNR;Arnes;CA;
YNE;Norway House Airport;CA;CYNE
KKF;Kagvik Creek;US;
LPO;Municipal;US;KPPO
LPX;Liepaya Airport;LV;EVLA
LPY;Loudes Airport;FR;LFHP
OCC;Coca Airport;EC;SECO
OCH;A L Mangham Jr. Regional;US;KOCH
KBK;Klag Bay;US;
SGG;Simanggang;MY;
DJU;Djupivogur;IS;BIDV
DKA;Katsina;NG;
HAE;Havasupai;US;
HAP;Long Island;AU;
HCB;Shoal Cove;US;
ILY;Glenegedale Airport;GB;EGPI
IMK;Simikot;NP;VNST
IMQ;Maku International Airport;IR;OITU
ABJ;Felix Houphouet Boigny Airport;CI;DIAP
IXI;Lilabari Airport;IN;VELR
WNC;Naukati Bay SPB;US;
JRD;Heliport;US;
NBP;Battery Pk City/N. Cov;US;
LQK;Pickens;US;KLQK
LQM;Puerto Leguizamo;CO;SKLG
LRB;Leribe;LS;FXLR
LRT;Lann Bihoue Airport;FR;LFRH
LRU;Municipal;US;KLRU
IXJ;Satwari Airport;IN;VIJU
AEK;Aseki;PG;AYAX
ARL;Arly;BF;DFER
LRV;Los Roques;VE;SVRS
LSB;Lordsburg;US;KLSB
LSD;Blue Grass Station Army Heliport;US;
LSK;Lusk;US;KLSK
LSM;Lawas;MY;WBGD
LSN;Los Banos;US;KLSN
LSO;Talmont;FR;LFOO
BWE;Braunschweig;DE;EDVE
CHI;Chicago FSS;US;
CKX;Chicken;US;CKX
LSQ;Los Angeles;CL;SCGE
LSV;Nellis AFB;US;KLSV
CRY;Carlton Hill;AU;
CSL;O Sullivan Army Air Field;US;
DMM;King Fahd International Airport;SA;OEDF
ITO;Hilo International Airport;US;PHTO
ITP;Itaperuna;BR;SDUN
IWS;West Houston;US;KIWS
IXA;Agartala Airport;IN;VEAT
IXB;Bagdogra Airport;IN;VEBD
IXC;Chandigarh Airport;IN;VICG
IXD;Bamrauli Airport;IN;VIAL
IXE;Mangalore Airport;IN;VOML
IXK;Keshod;IN;VAKS
MUV;Mustin Alf;US;
LSW;Malikus Saleh Airport;ID;WITM
LSX;Lhok Sukon;ID;WITL
IXM;Madurai Airport;IN;VOMD
AAT;Altay Airport;CN;ZWAT
ABB;Asaba International Airport;NG;DNAS
YCV;Cartierville;CA;
AFS;Zarafshan;UZ;UTSN
AIC;Airok;MH;
XYP;Avesta Krylbo;SE;
TRP;Tree Point Heliport;US;
LSZ;Losinj Airport;HR;LDLO
LTA;Letaba;ZA;FATZ
LTB;Latrobe;AU;
LTC;Lai;TD;FTTH
LTD;Ghadames;LY;HLTD
LRF;Little Rock AFB;US;KLRF
LTG;Langtang;NP;VNLT
YMC;Maricourt Airstrip;CA;
LSC;La Florida Airport;CL;SCSE
LTI;Altai;MN;ZMAT
IXR;Birsa Munda Airport;IN;VERC
AGG;Angoram;PG;
IXU;Chikkalthana Airport;IN;VAAU
LSE;La Crosse Regional Airport;US;KLSE
LSL;Los Chiles;CR;MRLC
LSP;Josefa Camejo Airport;VE;SVJC
CIV;Chomley;US;
CLC;Metroport;US;
CRJ;Coorabie;AU;
CWS;Center Island;US;78WA
DMO;Sedalia;US;KDMO
DRS;Dresden International Airport;DE;EDDC
IXW;Sonari;IN;VEJS
IXY;Kandla;IN;VAKE
IXZ;Port Blair Airport;IN;VOPB
JGA;Govardhanpur Airport;IN;VAJM
JGB;Jagdalpur;IN;
JGD;Jiagedaqi Airport;CN;ZYJD
NDP;Ellyson NAS;US;
LSS;Terre-de-Haut;GP;TFFS
LST;Launceston Airport;AU;YMLT
LSY;Lismore Airport;AU;YLIS
LVA;Entrammes;FR;LFOV
JOJ;Doris Lake Aerodrome;CA;
LUW;Bubung Airport;ID;WAMW
LVB;Dos Galpoes;BR;
LVL;Lawrenceville;US;KLVL
LVM;Mission Field;US;KLVM
LVS;Las Vegas;US;KLVS
NIE;Niblack;US;
JSH;Sitia Airport;GR;LGST
JSI;Skiathos Airport;GR;LGSK
KAB;Kariba;ZW;FVKB
LBE;Westmoreland County Airport;US;KLBE
LBF;Lee Bird Field;US;KLBF
ZFB;Old Fort Bay;CA;
ALM;Municipal;US;KALM
AOL;Paso De Los Libres;AR;SARL
ASH;Boire Field;US;KASH
BGL;Baglung;NP;VNBL
BGT;Bagdad;US;E51
BJO;Bermejo;BO;SLBJ
CSW;Colorado do Oeste;BR;
DAO;Dabo;PG;
FCT;Firing Center AAF;US;
FLU;Flushing;US;
JCX;Citicorp Plaza Heliport;US;
JHW;Jamestown Airport;US;KJHW
JKH;Chios Airport;GR;LGHI
JKL;Kalymnos Island National Airport;GR;LGKY
JKR;Janakpur Airport;NP;VNJP
AMU;Amanab;PG;AYAM
AMY;Ambatomainty;MG;
AOB;Annanberg;PG;
DGA;Dangriga;BZ;
ZFZ;Buffalo Depew Rr;US;
LDI;Kikwetu;TZ;HTLI
BOF;Bolling AFB;US;
LDJ;Linden;US;KLDJ
LWK;Lerwick/Tingwall;GB;EGET
LDY;City of Derry Airport;GB;EGAE
BAU;Bauru Airport;BR;
DGK;Dugong;MZ;
LEJ;Leipzig/Halle Airport;DE;EDDP
COL;Isle Of Coll;GB;EGEL
CUK;Caye Caulker;BZ;MZCK
LPW;Little Port Walter;US;
LFT;Lafayette Regional Airport;US;KLFT
LTH;Lathrop Wells;US;
LSR;Lost River;US;
LWA;Lwbak;PH;
ADC;Andakombe;PG;AYAN
AFT;Afutara Aerodrome;SB;AGAF
AGQ;Agrinion;GR;LGAG
AGV;Acarigua;VE;SVAC
AGX;Agatti Island Airport;IN;VOAT
AIE;Aiome;PG;AYAO
LXG;Luang Namtha Airport;LA;VLLN
DOK;Donetsk International Airport;UA;UKCC
DUS;Dusseldorf International Airport;DE;EDDL
FIE;Fair Isle;GB;EGEF
HDA;Hidden Falls;US;
NQT;Nottingham Airport;GB;EGBN
OHE;Mohe Airport;CN;ZYMH
OHH;Novostroyka Airport;RU;UHSH
NWS;Pier 11/Wall St. SPB;US;
WOO;Woodchopper;US;
LXN;Lexington;US;KLXN
TIS;Thursday Island;AU;
LXR;Luxor International Airport;EG;HELX
DDI;Daydream Island;AU;
DOI;Doini;PG;AYDO
LXS;Limnos Airport;GR;LGLM
LFW;Lome Airport;TG;DXXX
LGA;LaGuardia Airport;US;KLGA
LGB;Long Beach Airport;US;KLGB
AIY;Bader Field;US;
BAJ;Bali;PG;
LGD;La Grande;US;KLGD
LGG;Liege Airport;BE;EBLG
LGI;Deadmans Cay Airport;BS;MYLD
LGK;Langkawi International Airport;MY;WMKL
LLE;Malelane;ZA;FAMN
LXU;Lukulu;ZM;FLLK
LLJ;Silampari Airport;ID;WIKL
LXV;Leadville;US;KLXV
SIL;Sila;PG;AYSG
LLO;Bua Airport;ID;WAFD
LLT;Lobito;AO;
AKH;Prince Sultan Air Base;SA;OEPS
YDH;Daniels Harbour;CA;
AQM;Ariquemes;BR;SJOG
ARP;Aragip;PG;
ASE;Aspen Airport;US;KASE
ASG;Ashburton;NZ;NZAS
ASQ;Austin;US;KTMT
ASU;Silvio Pettirossi International Airport;PY;SGAS
ATA;Anta;PE;SPHZ
ATT;Atmautluak Airport;US;
AUE;Abu Rudeis;EG;
AUW;Municipal;US;KAUW
AUZ;Municipal Airport;US;KARR
AVI;Maximo Gomez;CU;MUCA
HEL;Helsinki-Vantaa Airport;FI;EFHK
JGC;Heliport;US;
YDS;Desolation Sound;CA;
BRR;North Bay Airport;GB;EGPR
AED;Aleneva;US;
YCJ;Cape St James;CA;
YDK;Main Duck Island;CA;
LLW;Lilongwe International Airport;MW;FWKI
ONN;Onion Bay;US;
PNS;Pensacola International Airport;US;KPNS
PBA;Point Barrow;US;
CWO;Ft Wolter AAF;US;
YMR;Merry Island;CA;
JRE;East 60th Street Heliport;US;
YNK;Nootka Sound;CA;
TEK;Tatitlek;US;PAKA
LPL;Liverpool John Lennon Airport;GB;EGGP
LPP;Lappeenranta;FI;EFLP
AGM;Tasiilaq;GL;
ATD;Atoifi;SB;AGAT
AVK;Arvaikheer;MN;ZMAH
AVN;Avignon-Caumont Airport;FR;LFMV
AYY;Arugam Bay SPB;LK;
LPQ;Luang Prabang International Airport;LA;VLLB
SJX;Sartaneja;BZ;
SAH;Sana'a International Airport;YE;OYSN
DGB;Danger Bay;US;
FIV;Five Finger;US;
FRP;Fresh Water Bay;US;
SAL;El Salvador International Airport;SV;MSLP
SAN;San Diego International Airport;US;KSAN
CDZ;Cadiz;ES;
AUB;Itauba Airport;BR;
LPU;Long Apung;ID;WALP
PGP;Porto Alegre;ST;
PID;Paradise Island;BS;
LIJ;Long Island;US;
PII;Phillips Field;US;
SLZ;Marechal Cunha Machado International Airport;BR;SBSL
SMF;Sacramento International Airport;US;KSMF
LRA;Larisa;GR;LGLR
LLU;Alluitsup Paa;GL;
QNY;Marine Air Terminal;US;
LRD;Laredo International Airport;US;KLRD
SMS;Sainte Marie;MG;FMMS
AUV;Aumo;PG;AYUM
AVO;Municipal;US;KAVO
AVV;Avalon Airport;AU;YMAV
AWR;Awar;PG;
AWZ;Ahwaz Airport;IR;OIAW
DOF;Dora Bay;US;
EMB;Embarkadero;US;
SZC;Guanacaste;CR;
EWD;Wildman Lake;US;
HBC;Hanus Bay;US;
SOO;Helsinge Airport;SE;ESNY
SOE;Souanke;CG;FCOS
STL;Lambert-St. Louis International Airport;US;KSTL
STP;St. Paul Downtown Airport;US;KSTP
STT;Cyril E. King Airport;VI;TIST
STV;Surat Gujarat Airport;IN;VASU
STX;Henry E. Rohlsen Airport;VI;TISX
SUB;Juanda International Airport;ID;WARR
SUE;Door County;US;KSUE
SUF;Lamezia Terme International Airport;IT;LICA
SUG;Surigao Airport;PH;RPMS
SXL;Sligo;IE;EISG
CIB;Ap In The Sky;US;
TON;Tonu;PG;AYVO
YNX;Snap Lake;CA;CSK6
DDG;Langtou Airport;CN;ZYDD
DEI;Denis Island;SC;FSSD
BAM;Lander County;US;KBAM
PRF;Port Johnson;US;
SKS;Vojens;DK;EKSP
PTL;Port Armstrong;US;
PVY;Pope Vanoy;US;
SSW;Stuart Island;US;7WA5
TNK;Tununak;US;4KA
LYN;Bron;FR;LFLY
LYP;Faisalabad Airport;PK;OPFA
SZF;Samsun-Carsamba Airport;TR;LTFH
SZN;Santa Cruz Island;US;KSZN
SZX;Shenzhen Bao'an International Airport;CN;ZGSZ
LYS;Lyon Saint-Exupery International Airport;FR;LFLL
AJN;Ouani;KM;FMCV
AKM;Zakouma;TD;
AXD;Demokritos Airport;GR;LGAL
AYX;Gerardo Pérez Pinedo;PE;SPAY
AZJ;Zhenjiang Dalu;CN;
AZN;Andizhan Airport;UZ;UTFA
AZO;Kalamazoo Battle Creek International Airport;US;KAZO
BAI;Buenos Aires;CR;MRBA
SVP;Kuito (Silva Porto);AO;FNKU
SWD;Seward;US;PAWD
SYH;Syangboche;NP;VNSB
SYI;Bomar Field;US;KSYI
SYJ;Sirjan;IR;OIKY
SYM;Pu'er Simao Airport;CN;ZPSM
DGF;Douglas Lake;CA;CAL3
BBY;Bambari;CF;FEFM
BKA;Bykovo;RU;
PNF;Peterson's Point;US;
FAQ;Freida River;PG;AYFR
QSG;Sonderborg;DK;
RLA;National;US;
SXC;Avalo Vor/WP;US;
GLV;Golovin Airport;US;PAGL
LZO;Luzhou Lantian Airport;CN;ZULZ
GST;Gustavus Airport;US;PAGS
LZY;Nyingchi Mainling Airport;CN;ZUNZ
MBJ;Sangster International Airport;JM;MKJS
MBL;Blacker Airport;US;KMBL
MBO;Mamburao;PH;RPUM
BZS;Buzzards Pt S;US;
BAO;Udorn;TH;
BAQ;E Cortissoz Airport;CO;SKBQ
BAT;Airport Chafei Amsei;BR;SNBA
BBJ;Bitburg Air Base;DE;EDRB
BBP;Bembridge;GB;EGHJ
BBQ;Barbuda;AG;TAPH
BBW;Broken Bow;US;KBBW
BBX;Wings Field;US;KLOM
BCA;Baracoa;CU;MUBA
BCD;Bacolod-Silay International Airport;PH;RPVB
BCF;Bouca;CF;FEGU
BCV;Belmopan;BZ;
BDG;Blanding;US;KBDG
HIS;Hayman Island;AU;
BFW;Sidi Belabbes;DZ;DAOS
RWB;Rowan Bay;US;
MSB;Marigot SPB;MF;
MWP;Mountain;NP;
LYB;Little Cayman Airport;KY;MWCL
LYC;Lycksele Airport;SE;ESNL
LYO;Lyons-Rice County Municipal;US;KLYO
LYH;Preston-Glenn Field;US;KLYH
MAA;Chennai Airport;IN;VOMM
KFP;False Pass;US;PAKF
KKA;Koyuk Airport;US;PAKK
BGP;Bongo;GA;
HCR;Holy Cross Airport;US;PAHC
OCI;Oceanic;US;
UQE;Queen;US;
OHC;AFS;US;
SCJ;Smith Cove;US;
CFA;Coffee Point;US;
KTN;Ketchikan International Airport;US;PAKT
KAL;Kaltag Airport;US;PAKV
KYK;Karluk;US;PAKY
CWG;Callaway Gardens;US;
HOM;Homer Airport;US;PAHO
HPB;Hooper Bay Airport;US;PAHP
HSL;Huslia Airport;US;PAHL
AKN;King Salmon Airport;US;PAKN
AKP;Anaktuvuk;US;PAKP
BDL;Bradley International Airport;US;KBDL
BDM;Bandirma;TR;LTBG
BDP;Bhadrapur Airport;NP;VNCG
BEA;Bereina;PG;
BEG;Belgrad Nikola Tesla Airport;RS;LYBE
BFL;Meadows Field Airport;US;KBFL
BFN;Bram Fischer International Airport;ZA;FABL
BFS;Belfast International Airport;GB;EGAA
IAN;Bob Baker Memorial Airport;US;PAIK
SHX;Shageluk Airport;US;PAHX
KPH;Pauloff Harbor SPB;US;
AAG;Arapoti;BR;SSYA
LUR;Cape Lisburne;US;PALU
OME;Nome Airport;US;PAOM
LMA;Lake Minchumina;US;PAMH
VCB;View Cove;US;
OOK;Toksook Bay Airport;US;PAOO
KPK;Parks SPB;US;
SMK;St. Michael Airport;US;PAMK
KUW;Kugururok River;US;
PTH;Port Heiden;US;PAPH
PTU;Platinum Airport;US;PAPM
SKJ;Sitkinak Cgs;US;
VKW;West Kavik;US;
KPC;Port Clarence;US;PAPC
WDB;Deep Bay;US;
TGJ;Tiga;NC;NWWA
CZO;Chistochina;US;CZO
MLY;Manley Hot Springs;US;PAML
MFA;Mafia;TZ;HTMA
MFE;McAllen International Airport;US;KMFE
LYK;Lunyuk;ID;WADU
LYR;Svalbard Airport;SJ;ENSB
LYU;Ely;US;KELO
LYX;London Ashford International (Ferryfield);GB;EGMD
LZA;Luiza;CD;FZUG
ORT;Northway;US;PAOR
OTZ;Ralph Wien Memorial Airport;US;PAOT
AAO;Anaco;VE;SVAN
AAR;Aarhus Airport;DK;EKAH
AAV;Allah Valley;PH;RPMA
NLG;Nelson Lagoon;US;PAOU
AAY;Al Ghaydah;YE;OYGD
ACA;Acapulco International Airport;MX;MMAA
ACH;Altenrhein Airport;CH;LSZR
ACX;Xingyi Airport;CN;ZUYI
BFV;Buri Ram Airport;TH;VTUO
BGA;Palonegro International Airport;CO;SKBG
BGD;Borger;US;KBGD
LSI;Sumburgh Airport;GB;EGPB
FIC;Fire Cove;US;
RBY;Ruby Airport;US;PARY
XEO;Harbour;GL;
PFD;Port Frederick;US;
ABZ;Aberdeen International Airport;GB;EGPD
XLF;Leaf Bay;CA;
KSM;Saint Mary's Airport;US;PASM
TKA;Talkeetna;US;PATK
GBN;San Giovanni Rotondo;IT;
FYU;Fort Yukon Airport;US;PFYU
JNN;Nanortalik;GL;
GAR;Garaina;PG;AYGI
TNO;Tamarindo;CR;MRTM
TNZ;Tosontsengel;MN;ZMTL
TOB;Tobruk;LY;HLGN
BNM;Bodinumu;PG;AYBD
BNZ;Banz;PG;
BPD;Bapi;PG;AYBP
CPN;Cape Rodney;PG;
LZU;Gwinnett County Airport;US;KLZU
MBP;Moyobamba;PE;SPBB
MBQ;Mbarara;UG;HUMA
MBT;Masbate Airport;PH;RPVJ
MBX;Maribor International Airport;SI;LJMB
ACS;Achinsk;RU;UNKS
ACZ;Zabol Airport;IR;OIZB
AER;Sochi International Airport;RU;URSS
AES;Vigra Alesund Airport;NO;ENAL
AFZ;Sabzevar;IR;OIMS
